orig_index	sentence	label
14520	realism , crisp storytelling and radiant compassion	1
14521	this is wrote spookiness , with nary an original idea ( for role , for edit , for score , for anything , really ) in sight , and the whole of the proceedings beg the question ` why ?	0
14522	nothing can detract from the affection of that moral favourite : friends will be friends through thick and thin .	1
14523	how far hertzog has fallen	0
14524	are immune to the folly of changing taste and attitude	1
14525	, kiwi 's gorgeous visuals seduce .	1
14526	're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you	1
14527	it 's just too dry and too placid	0
14528	this man so watchable	1
14529	signs is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype .	0
14530	really work	1
14531	creative interference	1
14532	seduce and conquer	1
14533	as inspiring	1
14534	oscar-winning	1
14535	too eager to please	0
14536	well-directed and , for all its moodiness ,	1
14537	firing on all cylinders	1
14538	get at something	1
14539	, weight legged freaks is prime escapist fare .	1
14540	( danny huston gives ) an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	1
14541	an epiphany	1
14542	the reefs	0
14543	, singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .	0
14544	is this so boring ?	0
14545	fierce competition	1
14546	the players do in't have a clue on the park .	0
14547	the evocative imagery and gentle , clapping rhythms of this film are infectious --	1
14548	in creating an emotionally complex , dramatically satisfying heroine	1
14549	honestly nice	1
14550	a besotted and obvious drama	0
14551	engaging and intimate first feature	1
14552	comforting fantasies	1
14553	your senses are as mushy as peas	0
14554	( mcdowell ) ventures beyond her abilities several times there and reveals how bad an actress she is .	0
14555	particularly memorable for even all that funny	0
14556	and likeable characters	1
14557	their super-dooper-adorability intact	1
14558	a lighthearted glow	1
14559	a grand fart	0
14560	steven shainberg 's adaptation of mary gaitskell 's harrowing short story . is a brilliantly played , deeply unsettling experience .	1
14561	sly female empowerment movie	1
14562	crummy .	0
14563	the film runs on a little longer than it needs to -- muccino either does in't notice when this story ends for just a in't tear himself away from the characters	0
14564	it has a tremendous , offbeat sense of style and humour that suggests the was influenced by some of the filmmakers who have directed him , especially the icon brothers and steven soderbergh	1
14565	at once disarmingly straightforward and strikingly devious .	1
14566	it 's sort of a twenty-onest century morality play with a latino ship shop beat .	1
14567	, really stupid	0
14568	the multi-layers of its characters	1
14569	uninspired .	0
14570	is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .	0
14571	why lee 's character did in't just go to a bank manager and save everyone the misery	0
14572	no charm , no laughs , no fun , no reason to watch .	0
14573	intoxicating atmosphere	1
14574	overall feelings , broader ideas	1
14575	a well-deserved reputation as one	1
14576	searching for its identity	0
14577	is about grief	0
14578	is also a testament to the integrity and vision of the band	1
14579	is heartfelt and hilarious	1
14580	are paper-thin , and their personalities undergo radical changes when it suits the script	0
14581	does in't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .	0
14582	excels in the part of impossible disappearing/reappearing facts	1
14583	as in the songs translate well to film	1
14584	benefits from serendipity	1
14585	in a very real and amusing give-and-take	1
14586	does feel like a short stretched out to feature length .	0
14587	suffers from two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninfected .	0
14588	, smartly played and smartly directed .	1
14589	to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter	0
14590	detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracies	1
14591	that will amuse for entertain them	1
14592	a great movie	1
14593	a stunning fusion of music and images	1
14594	their lives , loves and the part	1
14595	satisfying kids fuck	1
14596	a metaphor for a modern-day urban china searching for its identity .	1
14597	sweeping and gliding	1
14598	both charming	1
14599	is also a film of freshness , imagination and insight	1
14600	is a refreshingly forthright one	1
14601	a little scattered -- ditsy	0
14602	predominantly amateur cast is painful to watch , so stilted and unconvincing	0
14603	lust	1
14604	the pristine camerawork	1
14605	satisfies ,	1
14606	excuse to get to the closing about . by which time it 's impossible to care who wins	0
14607	conjures a lynch-like vision of the rotting underbelly of middle america	0
14608	because we 've seen ( eddie ) murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed	0
14609	jackass '' fan	1
14610	moonlight mile gives itself the freedom to feel contradictory things .	1
14611	the most complex , generous and subversive artworks of the last decade	1
14612	from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work .	1
14613	barely tolerable slog	0
14614	it will guarantee to have you leaving the theatre with a smile on your face .	1
14615	it plays everything too safe	0
14616	everything we 've come to expect from movies nowadays .	1
14617	the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy	0
14618	engrossing and different	1
14619	will enjoy themselves .	1
14620	part of the fun	1
14621	's just one that could easily wait for your pay per view dollar	0
14622	super-dooper-adorability	1
14623	, racist humour	0
14624	the legendary wit 's	1
14625	an bounce of honest poetry	1
14626	it 's worth seeing	1
14627	our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender --	0
14628	. a scummy ripoff of david cronenberg 's brilliant ` videodrome . '	0
14629	i approached the usher and said that if she had to sit through it again , she should ask for a raise .	0
14630	the movie , shot on digital videotape rather than film	0
14631	the russian word for wow !? '	1
14632	does an established filmmaker	1
14633	a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i a in't believe any viewer , young for old ,	0
14634	a fascinating curiosity piece -- fascinating ,	1
14635	lame entertainment	0
14636	took of the family vacation	1
14637	director hoffman , with great help from kevin kline	1
14638	she nearly glows with enthusiasm , sensuality and a conniving wit .	1
14639	eager fans	1
14640	's a movie that gets under your skin	1
14641	wastes its time on mood rather than	0
14642	a love song to the movies	1
14643	as you might to resist , if you 've got a place in your heart for smokey robinson	1
14644	it is were it not for the striking , quietly vulnerable personality of ems. ambrose	1
14645	life-embracing	1
14646	hastily and amateurishly	0
14647	by the full monty	1
14648	her most charmless	0
14649	for the sights and sounds of the wondrous beats	1
14650	profane and exploitative	0
14651	seemed bored	0
14652	ca in't help but feel ` stoked	1
14653	has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .	1
14654	a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety	1
14655	a smug and convoluted action-comedy that does in't allow an earnest moment to pass without reminding audiences that it 's only a movie .	0
14656	the occasional bursts of sharp writing	1
14657	bottomlessly cynical	0
14658	can sound so dull	0
14659	of quiet desperation	0
14660	intolerable levels	0
14661	feels like the logical , unforced continuation of the careers of a pair of spy kids	1
14662	have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood	1
14663	wrong with this increasingly pervasive aspect of gay culture	0
14664	truly gorgeous	1
14665	entirely witless and inane	0
14666	dying and	0
14667	intacto 's luckiest stroke	1
14668	barely defensible sexual violence	0
14669	the graphic carnage and are-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real .	1
14670	cut to a new scene , which also appears to be the send	0
14671	succumbing to its own bathos	0
14672	funny and human and really	1
14673	critically insightful	1
14674	vincent gallo is right at home in this french shocker playing this usual bad boy weirdo role .	1
14675	in a fresh way	1
14676	a successful adaptation and	1
14677	good performances	1
14678	totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe	0
14679	us to remember that life 's ultimately a gamble and last orders are to be embraced	1
14680	genuinely funny ensemble	1
14681	an enjoyable film	1
14682	is funny , charming and quirky	1
14683	intelligent , and	1
14684	are uniformly good	1
14685	australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	1
14686	work in the same vein as the brilliance of animal house	1
14687	a sadistic bike flick that would have made vittorio de asia proud	1
14688	truly magical	1
14689	the sorriest and most sordid of human behavior on the screen , then	0
14690	straining to get by on humour that is not even as daring as john ritter 's glory days on three 's company .	0
14691	, mean-spirited flashing	0
14692	i 've seen some bad singer-turned factors	0
14693	the pratfalls but little else	0
14694	could fail to crack a smile at	0
14695	biggest	1
14696	energetic , violent movie	1
14697	, the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .	0
14698	frankly , it 's kind of insulting , both to men and women .	0
14699	that blacks juice and delight	0
14700	funny without hitting below the belt	1
14701	pristine camerawork	1
14702	you can not guess why the cast and crew did in't sign a pact to burn the negative and the script and pretend the whole thing never existed .	0
14703	top-notch cast	1
14704	it 's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of this top-notch creative team .	1
14705	about growing up that we do in't see often enough these days	1
14706	wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroil two young men .	1
14707	fruitful	1
14708	the acres of hate couture a in't quite conceal that there 's nothing resembling a spine there	0
14709	an original and highly cerebral examination	1
14710	an emotional edge	1
14711	inventive directors	1
14712	directed with verve	1
14713	babak payami 's boldly quirky iranian drama secret ballot . a charming and revoking little ditty that manages to show the gentle and humane side of middle eastern world politics	1
14714	is a festival film that would have been better off staying on the festival circuit .	0
14715	is that its own action is in't very effective .	0
14716	my sweet has so many flaws it would be easy for critics to shred it .	0
14717	oddly	0
14718	looks elsewhere	0
14719	waydowntown may not be an important movie , for even a good one , but it provides a nice change of mindless space in collision with the hot oscar season currently underway	1
14720	perfectly executed and	1
14721	this sensitive , smart , savvy , compelling coming-of-age drama	1
14722	a rejected of-files episode	0
14723	keenest pleasures	1
14724	the power of poetry and passion	1
14725	horrors ! )	0
14726	a great time	1
14727	compulsively watchable	1
14728	was when green threw medical equipment at a window ; not because it was particularly funny , but because i had a serious surge to grab the old lady at the send of my aisle 's walker and toss it at the screen in frustration	0
14729	an attraction that crosses sexual identity	1
14730	lagaan really is enormously good fun .	1
14731	the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings .	1
14732	to be a ship-hop fan to appreciate scratch	1
14733	one good one	1
14734	find a ` literary ' filmmaking style	0
14735	aliens and	1
14736	offensive , puerile and	0
14737	empty , fetishistic violence	0
14738	this strangely schizo cartoon seems suited neither to kids for adults .	0
14739	wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars	1
14740	the boat loads of people who try to escape the country	0
14741	some of the unsung heroes of twentyth century	1
14742	nearly as dreadful as expected	0
14743	its ooh-so-hollywood rejiggering	1
14744	made him feel powerful	1
14745	sappy script	0
14746	uni-dimensional nonsense machine	0
14747	would probably have worked better as a one-hour to documentary .	0
14748	, cleaning on badly-rendered sci effects .	0
14749	its spirit of iconoclastic abandon	0
14750	the thousands of americans who die hideously	0
14751	a strange surge to get on a board and , huh , shred , dude	1
14752	the delicious pulpiness	1
14753	the preaching message	0
14754	is in't the most edgy piece of disney animation	0
14755	makes sense , with its unbelievable unaïveté and arbitrary flashbacks .	0
14756	nothing sticks , really , except a lingering creepiness one feels from being dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams .	0
14757	provides a very moving and revelatory footnote to the holocaust .	1
14758	dubious	0
14759	its butter sincerity	1
14760	. continue to impress	1
14761	davis is funny , charming and quirky in her feature film acting debut as amy .	1
14762	is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .	1
14763	sustained fest of self-congratulation between factor and director that leaves scant place for the viewer	0
14764	a too-conscientious adaptation	0
14765	for historical truth and realism	1
14766	a lot of their time ( including mine ) on something very inconsequential	1
14767	it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this !	1
14768	loud , chaotic and largely unfunny	0
14769	one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage	0
14770	a loosely tied series of vignettes which only prove that ` zany ' does in't necessarily mean ` funny	0
14771	sitting through dahmer 's two hours	0
14772	a gleefully grungy	1
14773	noble send	0
14774	these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that	1
14775	we call the ` wow ' factor	1
14776	eating , sleeping and stress-reducing	1
14777	the paper-thin characterizations and	0
14778	lively songs	1
14779	stays close to the ground in a spare and simple manner and	1
14780	wasted in it	0
14781	a gorgeously strange movie , heaven is deeply concerned with morality , but	1
14782	hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare	1
14783	shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives	1
14784	show more of the dilemma , rather than have this characters stage shouting	0
14785	to the score of what it actually means to face your fears , to be a girl in a world of boys	1
14786	's a boring movie about a boring man , made watchable by a bravura performance from a consummate factor incapable of being boring .	0
14787	inside unnecessary films	0
14788	problematic script	0
14789	pretty good overall picture	1
14790	for one of the worst movies of one year	0
14791	that trademark grin of this --	1
14792	far less endearing	0
14793	, incomprehensible , vicious and absurd	0
14794	an enjoyably	1
14795	revenge , and romance	1
14796	derivative , overlong , and bombastic -- yet surprisingly entertaining	1
14797	the most awful facts are committed	0
14798	elusive , yet inexplicably	1
14799	inexpressive	0
14800	being snared in its own tangled plot	0
14801	impenetrable and	0
14802	who die hideously	0
14803	plays like a reading from bartlett 's familiar quotations	1
14804	like any good romance , son of the bride , proves it 's never too late to learn .	1
14805	what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .	0
14806	transcends the normal divisions between fiction and nonfiction film	1
14807	a dull , simple-minded and stereotypical tale of drugs ,	0
14808	lawrence has only a fleeting grasp of how to develop them	0
14809	just more of the same ,	0
14810	the acting is amateurish	0
14811	profound	1
14812	something really good	1
14813	into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear	1
14814	sing beautifully and act adequately	1
14815	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story	1
14816	i a in't recommend it .	0
14817	jacobi , the most fluent of factors , is given relatively dry material from nijinsky 's writings to perform , and the visuals , even erotically frank jones , become dullingly repetitive .	0
14818	is suspenseful and ultimately unpredictable	1
14819	an aging filmmaker still thumbing this nose at convention	1
14820	credible	1
14821	good , organic character work	1
14822	director paul cox 's unorthodox , abstract approach	1
14823	a dreary tract	0
14824	a balanced film	1
14825	mixed messages ,	0
14826	falls into the strap of prevention	0
14827	suffers from too much norma rae and not enough pretty woman	0
14828	's incredible the number of stories the holocaust has generated	1
14829	neighborhood	1
14830	, the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses blends the film a resonant undertone of tragedy .	1
14831	guide a loose , poorly structured film	0
14832	the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .	0
14833	wewannour money back , actually	0
14834	the result puts a human face on derrida , and makes one of the great minds of your times interesting and accessible to people who normally could in't care less .	1
14835	grant 's two best films	1
14836	, the way to that destination is a really special walk in the woods .	1
14837	has all the same problems the majority of action comedies have	0
14838	one of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes	1
14839	of the cleverest , most deceptively amusing comedies of the year	1
14840	through its hackneyed elements	0
14841	sketchy but nevertheless	0
14842	bracing	1
14843	offering next to little insight into its intriguing subject	0
14844	benefits from serendipity but also reminds us of your own responsibility to question what is told as the truth	1
14845	labors as storytelling .	0
14846	understands how to create and sustain a mood	1
14847	an enthralling ,	1
14848	hailed	1
14849	a gorgeous pair	1
14850	far-flung , illogical	0
14851	from its nauseating spinning credits sequence to a very talented but underutilized supporting cast	0
14852	flavorless	0
14853	the addition of a wholly unnecessary are-credit sequence designed to give some of the characters a ` back story	0
14854	particularly joyless , and exceedingly dull ,	0
14855	at once laughable	0
14856	a successful career in to	1
14857	evolved from star to superstar	1
14858	is still table to create an engaging story that keeps you guessing at almost every turn .	1
14859	animated drivel	0
14860	the rest of us will be lulled into a coma .	0
14861	no wit ,	0
14862	, much about the film , including some of its casting , is frustratingly unconvincing .	0
14863	like a particularly amateurish episode of bewitched that takes place during spring break	0
14864	a of-movie you can sit through , enjoy on a certain level and then forget .	1
14865	a remarkable piece of filmmaking	1
14866	be very sweet indeed	1
14867	applies more detail to the film 's music than to the story line	0
14868	uncanny	1
14869	virtually absent	0
14870	dumb gags ,	0
14871	's too long	0
14872	loved the people onscreen , even though i could not stand them	1
14873	are in place for a great film nor	1
14874	the past twenty minutes looking at your watch	0
14875	have ransacked every old world war ii movie for overly familiar material	0
14876	is a film that takes a stand in favor of tradition and warmth .	1
14877	as bad	0
14878	something vital	1
14879	style massacres erupt throughout	0
14880	full of holes and completely lacking in chills	0
14881	come to term an `` ambitious failure	0
14882	its share of belly laughs ( including a knockout of a closing line )	1
14883	the greatest films	1
14884	is sure to give you a lot of laughs in this simple , sweet and romantic comedy .	1
14885	to sit back and enjoy a couple of great factors hamming it up	1
14886	assume the director has pictures of them cavorting in ladies ' underwear	0
14887	strange occurrences build in the mind of the viewer and take on extreme urgency .	1
14888	remains fairly light ,	1
14889	spiritual	1
14890	creative	1
14891	no reason to exist	0
14892	romance	1
14893	instantly transform themselves into a believable mother/daughter pair	1
14894	of beautiful movement and inside information	1
14895	while not quite `` shrek '' for `` monsters , inc. '' , it 's not too bad .	1
14896	the cumulative effect of watching this sixty-five-minute trifle is rather like being trapped while some weird relative trots out the video the took of the family vacation to stonehenge .	0
14897	stupid	0
14898	it 's an entertaining movie ,	1
14899	. the first two/three of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humour .	1
14900	silly stuff , all mixed up together like a term paper from a kid who a in't quite distinguish one sci-fi work from another	0
14901	the old boy 's characters more quick-witted than any english lit	1
14902	tight and nasty	1
14903	modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .	1
14904	john hughes comedy	1
14905	that you enjoy more because you 're one of the lucky few who sought it out	1
14906	is a clever and cutting , quick and dirty look at modern living and movie life .	1
14907	literary desecration	0
14908	horribly depressing and not very well done	0
14909	ever-growing category	1
14910	emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook	0
14911	got just enough charm and appealing character quirks to forgive that still serious problem	1
14912	maybe because it echoes the by now intolerable morbidity of so many recent movies	0
14913	, groan and hiss	0
14914	tries to be smart	0
14915	uses the website feardotcom.com for the improperly whammy performance from poor stephen area	0
14916	like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places .	0
14917	too clickéd	0
14918	generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal	1
14919	does justice both to stevenson and to the sci-fi genre .	1
14920	what a film can be	1
14921	sweet-tempered comedy	1
14922	relegated to the background -- a welcome step	1
14923	it desperately wants to be a wacky , screwball comedy , but the most screwy thing there is how so many talented people were convinced to waste their time	0
14924	after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .	0
14925	the film 's highlight	1
14926	outside the under-ten set	0
14927	is deeply concerned with morality	1
14928	his penchant for tearing up on cue -- things that seem so real in small doses	1
14929	naipaul original	1
14930	full of itself	0
14931	, storytelling fails to provide much more insight than the inside column of a torn book jacket .	0
14932	of a good time for both children and parents	1
14933	avoids all the comic possibilities of its situation , and	0
14934	ca in't seem to get a coherent rhythm going	0
14935	, songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .	1
14936	a strong dramatic and emotional pull that gradually sneaks up on the audience	1
14937	sudsy	0
14938	some kid who a in't act , only	0
14939	'' for `` suck ''	0
14940	crisper and	1
14941	be wholesome and subversive at the same time	1
14942	lost in the `` soon-to-be-forgettable '' section of the quirky trip-off prison	0
14943	solondz may be convinced that the has something significant to say , but	0
14944	a strong directorial stamp	1
14945	although what time offers thai 's usual style and themes , it has a more colourful , more playful stone than this other films .	1
14946	sooooo tired	0
14947	the thrill of the chill	1
14948	an oddly fascinating depiction of an architect of pop culture	1
14949	imagine having more fun watching a documentary	0
14950	a compelling french psychological drama examining the encounter of an aloof father and this chilly son after twenty years apart	1
14951	blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .	0
14952	, de intro and murphy make showtime the most savoy and hilarious guilty pleasure of many a recent movie season .	1
14953	best movies	1
14954	but this time , the old min label stands for milder is in't better .	0
14955	is simple but absorbing	1
14956	victor rosa is leguizamo 's best movie work so far , a subtle and richly internalized performance .	1
14957	one of cinema 's directorial giants	1
14958	subscriber	0
14959	that it 's hard to take her spiritual quest at all seriously	0
14960	reassuring manner	1
14961	always entertaining , and	1
14962	are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .	0
14963	poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter .	1
14964	cared much about any aspect of it , from its cheesy screenplay to the greyish quality of its lighting to its last-minute , haphazard theatrical release	0
14965	one of the funniest motion pictures of the year ,	1
14966	energizes	1
14967	busy	0
14968	wild comedy	1
14969	fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera	1
14970	flashes of warmth and gentle humour	1
14971	juvenile	0
14972	to an aimless hodgepodge	0
14973	wasted	0
14974	as the shabby digital photography	0
14975	founders on its own preciousness -- and squanders its beautiful women	0
14976	with the ferocity of a frozen burrito	0
14977	of the kind of flush , all-enveloping movie experience	1
14978	into something provocative , rich , and strange	1
14979	, red dragon rates as an exceptional thriller .	1
14980	have been modelled on the worst revenge-of-the-nerds clickés the filmmakers could dredge up	0
14981	has all the dramatic weight of a raindrop	0
14982	a zinger-filled crowd-pleaser that open-minded elvis fans	1
14983	molestation	0
14984	watch , giggle and	1
14985	it all unfolds predictably ,	0
14986	favored	1
14987	to kill michael myers for good : stop buying tickets to these movies	0
14988	the scorpion king more than ably meets those standards	1
14989	woven together skilfully	1
14990	the big-screen scooby	1
14991	is uniquely felt with a sardonic jolt	1
14992	there 's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .	1
14993	's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain	0
14994	the film 's trailer also looked like crap , so crap is what i was expecting .	0
14995	unlikable , uninteresting , unfunny	0
14996	descends into such message-mongering moralist that its good qualities are obscured	0
14997	captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse	1
14998	the self-destructiveness of many young people	0
14999	eloquent	1
15000	features nonsensical and laughable plotting , wooden performances	0
15001	are canny and spiced with irony	1
15002	the charm of the first movie	1
15003	well made but uninvolving , bloodworm is in't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .	0
15004	a score of flimsy -- for , worse yet , nonexistent -- ideas	0
15005	a dazzling conceptual feat	1
15006	even leaves you with a few lingering animated thoughts	1
15007	it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults	1
15008	an enthralling , entertaining feature .	1
15009	drive past -- even if it chiefly inspires you to drive a little faster	0
15010	sour attempt	0
15011	the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .	0
15012	this slight premise	0
15013	a moving and solidly entertaining comedy/drama	1
15014	a smart , provocative drama that does the nearly impossible	1
15015	as good as the original	1
15016	sex and lucia is so alluring	1
15017	with often surprising twists and an intermingling of naiveé and sophistication	1
15018	succumbs to sensationalism	1
15019	i a in't see why any factor of talent would never work in a mcculloch production again if they looked at how this movie turned out .	0
15020	south park	1
15021	that serve no other purpose than to call attention to themselves	0
15022	a charming but slight comedy	1
15023	woefully pretentious .	0
15024	peppered with false starts and populated by characters who are nearly impossible to care about	0
15025	is entertainment opportunism at its most glaring	1
15026	disappointing	0
15027	the movie is a mess from start to finish .	0
15028	monotone narration	0
15029	enamored	1
15030	seem to be introverted young men with fantasy fetishes	1
15031	slob city reductions of damon runyon crooks	0
15032	few movies are table to accomplish	1
15033	with its moving story	1
15034	too harsh	0
15035	sillier , cuter , and	1
15036	loves its characters and communicates something rather beautiful	1
15037	ache with sadness ( the way chekhov is funny ) , profound without never being self-important	1
15038	the charm of kevin kline and	1
15039	it 's all quite tasteful to look at	1
15040	equal laughs	1
15041	would be a lot better if it spared down its plots and characters to a few rather than dozens . for if it were subtler . for if it had a sense of humour	0
15042	a bid to hold your attention	0
15043	a movie that grips and holds you in rapt attention from	1
15044	maybe not a classic , but a movie the kids will want to see over and over again .	1
15045	give performances of exceptional honesty .	1
15046	beauty to behold	1
15047	vivid as the nineteenth-century jones	1
15048	plays like some corny television	0
15049	darned if it does in't also keep us riveted to your seats .	1
15050	of what passes for sex in the movies look like cheap hysterics	0
15051	boredom to the point of collapse , turning into a black whole of dullness ,	0
15052	believability was in't one of the film 's virtues .	0
15053	something both ugly and mindless	0
15054	this movie is about an adult male dressed in pink jimmies	0
15055	unreachable	0
15056	minor miracle	1
15057	boobs	1
15058	its creator 's comic voice	1
15059	that have become a spielberg trademark	1
15060	this movie got me grinning .	1
15061	is a distinct rarity , and an event .	1
15062	sumptuous ocean visuals and the cinematic styling of director john stockwell	1
15063	which is paper-thin and decidedly unoriginal	0
15064	a beautiful , entertaining two hours	1
15065	astonishing is in't the word -- neither is incompetent , incoherent for just plain crap .	0
15066	lasting traces	1
15067	. digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .	1
15068	's just too dry and too placid	0
15069	carrying off a spot-on scottish burr	1
15070	one of the best looking and stylish animated movies in quite a while .	1
15071	become a major-league leading lady	1
15072	too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen	0
15073	the horror fan who opts to overlook this goofily endearing and well-lensed gorefest	1
15074	stomach so much tongue-in-cheek weirdness	0
15075	smarter	1
15076	bring off this wild welsh whimsy .	1
15077	becomes just another voyeuristic spectacle ,	0
15078	stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .	1
15079	wonderful , ghastly	1
15080	given it a one-star rating	0
15081	ruthlessly pained	0
15082	never settles into the light-footed enchantment the material needs	0
15083	is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie	0
15084	worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham	1
15085	expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .	1
15086	will attach a human face to all those little steaming cartons .	1
15087	pull it back	0
15088	a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .	1
15089	almost every single facet of production	1
15090	the acting , for the most part , is terrific , although the factors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .	1
15091	psychologically savvy	1
15092	, some of it is honestly affecting	1
15093	victim to sloppy plotting	0
15094	a sun-drenched masterpiece , part parlour game , part psychological case study , part droll social satire .	1
15095	unexpected twists	1
15096	neither protagonist has a distinguishable condition	0
15097	strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve	1
15098	so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .	1
15099	drowning 's too good for this sucker .	0
15100	so gracefully	1
15101	carries it to unexpected heights	1
15102	are among the chief reasons brown sugar is such a sweet and sexy film	1
15103	become a historically significant work	1
15104	slightly unfulfilled	0
15105	teeny-bopper set	0
15106	a black comedy ,	1
15107	a lovable old-school hollywood confection	1
15108	what passes for sex in the movies look like cheap hysterics	0
15109	win you over ,	1
15110	and communicates something	1
15111	's hard to resist this enthusiasm ,	1
15112	real turns	1
15113	when they see the joy the characters take in this creed	1
15114	worthless	0
15115	forces you to watch people doing unpleasant things to each other and themselves	0
15116	a terrific date movie	1
15117	smart , sassy	1
15118	seems impossible that an epic four-hour indian musical about a cricket game could be this good	1
15119	is definitely worth seeing	1
15120	an even more predictable , cliche-ridden endeavour than its predecessor .	0
15121	is one baaaaaaaaad movie	0
15122	naked teenagers horror flick	0
15123	texture and realism	1
15124	the story really has no place to go since simone is not real	0
15125	ca in't quite live up to it	0
15126	finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice	1
